Number Of Reviews',Reviewer Name,Location,Review Date,Review Title,Review Text,Date Of Experience,Star Rating,Response Date,Response Text,Bakery Name,Overall Rating
3 reviews,Faye Munro,GB,21-Jul-20,The most beautiful cake and tasted…,The most beautiful cake and tasted amazing! Will definitely order again,Date of experience: 21 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Rachael,GB,20-Jul-20,Excellent service,Excellent service. Cake was made fresh and delivered in beautiful packaging. I ordered a small cookies and cream cake for a small birthday gathering next time I will order a large cake as it was so delicious none went to waste. Fast delivery no complaints what so ever will definitely use again. Thank you,Date of experience: 20 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
11 reviews,Lesley Cleobury,GB,20-Jul-20,Would order again,"Fantastic service, quick and efficient. Cake was for my sons 31st, chocolate orange, moist and delicious.",Date of experience: 20 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Katie Carney,GB,20-Jul-20,Lovely brownies,Lovely brownies delivered quickly very nice heated up with custard ??,Date of experience: 20 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Julie Watt,GB,20-Jul-20,"Cake was fantastic, communication could be better","A couple of issues with communication with the company, needed to change address and this was a bit of a struggle. Diverted the delivery through the courier service in the end.

However, the cake was absolutely delicious. The cake itself was moist, fresh and looked beautiful.

Would definitely order again.",Date of experience: 20 July 2020,Rated 4 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Michelle Jeferry,GB,20-Jul-20,Was a lovely cake,,Date of experience: 20 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Graeme Miller,GB,19-Jul-20,Perfect,"Perfect, couldn’t be happier",Date of experience: 19 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
8 reviews,Louise Harvey,GB,19-Jul-20,This was a lovely cake,"This was a lovely cake. It came on the correct day however the courier used did not keep in touch while it was in transit so one of us was stuck indoors all day. This isn't desserts delivered fault, but feedback non the less.",Date of experience: 19 July 2020,Rated 4 out of 5 stars,,,Desserts Delivered Bakery,4
8 reviews,Beth,GB,19-Jul-20,Very pleased,"Easy to use website, order arrived on day specified and recipient loved it! Good value for money.",Date of experience: 19 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
14 reviews,Lorna,GB,19-Jul-20,Highly recommended you to try these cakes!,"Great service arrived on time, I ordered 2 cakes for my Husband's 50th He absolutely Loved them I ordered the white chocolate Lindt cake and the reese's peanut cake as that's is his favourite chocolate and I was seriously impressed, they tasted so moist and flavaroable, the cakes were packaged with such great care and beautifully boxed I can't recommend this company enough I will be making all my future cakes orders from this company.....thank you well done!",Date of experience: 19 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
14 reviews,Luke Mayes,GB,18-Jul-20,Outstanding cakes,Outstanding cakes! Taste amazing and next day delivery! What more you you need?,Date of experience: 18 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
6 reviews,justin w,GB,18-Jul-20,All good,"All good, thanks",Date of experience: 18 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Charlotte Yoxall,GB,17-Jul-20,Brilliant cakes!!,"Brilliant cakes!!

Taste amazing, look great and flavours to suite everyone. I had my first cake last year and I will not go anywhere else for birthday cake now good price for how good they are very moist.

Highly recommend",Date of experience: 17 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
7 reviews,Maria Freeman,GB,17-Jul-20,"Tasty cake, quick delivery.","lovely tasty cake, super quick delivery in the middle of a pandemic! we will definitely be using them again.",Date of experience: 17 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
4 reviews,Ian,GB,17-Jul-20,I bought as a present for my parents as…,I bought as a present for my parents as I can't visit them.  It was a Great service i ordered the cake and 24hrs later it was delivered.  Great service and im told the cake tasted awesome. Would definately use them again.,Date of experience: 17 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
11 reviews,Christina Mcewan,GB,16-Jul-20,excellent cake,,Date of experience: 16 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
7 reviews,Kirsty,GB,16-Jul-20,Brownies were delicious & delivery was…,Brownies were delicious & delivery was exactly as stated Will defo order again,Date of experience: 16 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Lauren Magee,GB,16-Jul-20,Lovely cakes,"Lovely cakes! Tasted amazing and arrived well
Within time schedule - only ordered the afternoon before ??",Date of experience: 16 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Claire M,GB,16-Jul-20,"Great cake, great service, delivered perfectly!","Great choice of cakes and really good service. Advised to request my delivery one day earlier due to COVID19, but it arrived early so no problem. So well packaged my cake arrived in perfect condition, really smart cake box actually!! And the taste? Amazing!!! Buttercream had a good flavour and all three cakes were evenly baked and full of flavour. Nice and light sponge not heavy, I managed two slices in one sitting! Keeps well in the box too - we ate the lot!!",Date of experience: 16 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Maria T,GB,16-Jul-20,Delicious,"Delicious, must try from yours other sweet treats.",Date of experience: 16 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Riah,GB,16-Jul-20,Outstanding,Wonderful experience. All was perfect. Thank you.,Date of experience: 16 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Julie Holmes,GB,16-Jul-20,Excellent service,"Excellent service. Ordered for my daughter's birthday. I was concerned that the cake would fall apart in the post or arrive late. I needn't have worried, the cake arrived on time (during coronavirus outbreak) in perfect condition and my daughter loved it! Would definitely buy again.",Date of experience: 16 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
6 reviews,Pauline Provan,GB,16-Jul-20,Cake was amazing and my daughter loved…,"Cake was amazing and my daughter loved it, as did her friends.
Would definitely order from here again. Thank you",Date of experience: 15 July 2020,Rated 4 out of 5 stars,,,Desserts Delivered Bakery,4
1 review,Mercedes,GB,15-Jul-20,I ordered my daughter a birthday cake…,I ordered my daughter a birthday cake for her 4th I reccomend the kinder egg wafer one for kids because what kids don't love kinder eggs and hippos? My daughter loved hers. It came perfectly neatly packaged. I no what some delivery drivers are like when their chucking about parcels so I was a little nervous to how it would arrive but this was different it came perfect all wrapped up to perfection. Looks can be deceiving they make look like small cakes because they've arrived in a huge box but... I think when you cut into it it's quite generous and really really filling perfect size. I'll be ordering my cakes from this company in future. The tracking is brilliant also. Thank you for making one 4 year old birthday girl very happy with your delicious and well made and presented cake.,Date of experience: 15 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Tony Cunliffe,GB,15-Jul-20,Stunning cake 100% recommended,,Date of experience: 15 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
4 reviews,Nisha K,GB,14-Jul-20,Delicious cake,"Really quick delivery - was expecting there to be a delay due to Covid but it came earlier than expected. It comes neatly packaged in a huge box, and the driver ensures you receive the item by hand. It’s not like usual delivery that’s left on the floor.
Cakes a bit smaller than I thought but it’s delicious, super rich so you don’t need more than a very small slice, it could very easily feed about 8-10 people over two days ( no honestly, it’s really rich). It has buttercream in the layers so very moist sponge, soft and would not guess it arrives frozen.
Would order again",Date of experience: 14 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Mary,GB,14-Jul-20,Best cakes!,"Delivery was brilliant I was able to track it which helped a lot.
The cake was perfect it went down really well everyone loved every crumb of it! Best cakes ever",Date of experience: 14 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Rukia Khatun,GB,14-Jul-20,Awful awful service!!!,"They got my order wrong and denied having an option where you are able to pick the colour board etc. But what I was most flabbergasted over was the fact that their complaint was dealt in such a flippant rude manner. They are unprofessional, rude and incompetent in their customer service! Never will I shop there again!",Date of experience: 14 July 2020,Rated 1 out of 5 stars,14-Jul-20,"We have never offered a customer the choice to choose the colour of a cake board, We didn't even know this is possible! You are clearly very confused with another website and are taking this out on us. Your order was 100% correct.",Desserts Delivered Bakery,4
1 review,Lauren Owen,GB,14-Jul-20,Ferrero Roche cake,"Brilliant service arrived on the date selected and promptly in the morning, the cake wasn’t used until Sunday so kept in the box in a cool room, but was still lovely and fluffy when eaten! It was decorated just as I wanted, same as the picture! Brilliant service and Delicious cake! All at an affordable price!
Thankyou",Date of experience: 14 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
7 reviews,N McGourty,GB,14-Jul-20,Excellent service and cake!,The cake was delivered on time and packaged well. It looked and tasted amazing and kept for a week after! Made my birthday ??,Date of experience: 14 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
3 reviews,Hana,GB,13-Jul-20,This is the third time I’ve ordered…,"This is the third time I’ve ordered from desserts delivery bakery, always on time with perfect packaging and tasty cake, I’ll always buy from them .",Date of experience: 13 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
2 reviews,Christine,GB,13-Jul-20,Choc & peanut butter cake,Delicious  how & peanut butter cake and delivered on time. Thank you.,Date of experience: 13 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
18 reviews,Susan,GB,13-Jul-20,Great service and tasty cupcakes,"Great service and tasty cupcakes, especially the chocolate fudge and coffee and walnut!",Date of experience: 13 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
9 reviews,Claire underwood,GB,13-Jul-20,Delicious cake,"Excellent service - easy ordering, emails confirming order and delivery. Cake delivered on time and packaged so that it was secure and kept cool and tasted delicious.",Date of experience: 13 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
5 reviews,Mrs Hulme,GB,13-Jul-20,oreo red velvet cake,"I got the oreo red velvet cake. It tasted amazing, was really well packaged and delivered on time.",Date of experience: 13 July 2020,Rated 5 out of 5 stars,,,Desserts Delivered Bakery,4
